Item,Open,Close,Volume
0,0.9999999999999999,0.9935327453080883,0.39361750011252644
1,0.9976823034916992,0.9999999999999999,0.2888928898291099
2,0.9954590477736663,0.9965441555250784,0.32629667971973414
3,0.9926900625697174,0.9950083908116759,0.29989047426145143
4,0.9953235224853813,0.9954375549232805,0.37018199276830055
5,0.996100498795372,0.9969809013486951,0.4967967472356004
6,0.9993694337580744,0.993938950948397,0.5001875440728571
7,0.9991667860071783,0.9954752496013514,0.4904952663876011
8,0.9939860902194989,0.9975227223866093,0.5198271593824549
9,0.9855802117271094,0.989843364661353,0.9412161858036638
10,0.9880552030286188,0.9820207031041762,0.45966302080989035
11,0.982273500371808,0.986217947578273,0.47541672292988857
12,0.978327152215826,0.9818096982957553,0.5008326956834857
13,0.9720520093050696,0.97531606805063,0.43835801413332137
14,0.9679624524804119,0.9722068438364081,0.4278705495791511
15,0.9599493839557026,0.9657729057478676,0.4660845298645182
16,0.9629708518492356,0.9619145931001555,0.456572294489205
17,0.9718826560204089,0.9640867893754114,0.5442979100088521
18,0.9767507898547522,0.9700686048263781,0.6239066180552431
19,0.970264889097871,0.9668723518549024,0.6143943826799299
20,0.9543327661238822,0.9691008231501522,0.7198541657289463
21,0.9472003988887908,0.9509673305147998,0.5896385650627898
22,0.9331002155495477,0.9452830147446284,0.4663545933294324
23,0.9291483182976473,0.9312903846223838,0.43196651213035064
24,0.929142342377617,0.9300444311007888,0.16533885463083825
25,0.9315731545423848,0.9283052432363049,0.3906167949468125
26,0.9262684584277318,0.931839894094613,0.4819732637169735
27,0.919196277217058,0.9230648277298398,0.4604882147304617
28,0.922641608499369,0.9191234372916709,0.5665181317609639
29,0.9189028168447587,0.9245972821929734,0.5905537801383325
30,0.9172227296133316,0.9143689949657029,0.5939745840272465
31,0.9201627755623011,0.9219243766397919,0.8295749501132766
32,0.9190192405520067,0.9235770696865745,0.7244452446324886
33,0.9225837701714802,0.9226209274661336,0.5144258900841698
34,0.9258280544572272,0.9247930169097401,0.44564972768600625
35,0.9285877556357277,0.9303379798147876,0.3844803528829275
36,0.9303049789689487,0.9300028922328968,0.41510254909903826
37,0.9281157647139845,0.9295211904594706,0.4752816911974314
38,0.9289696809875382,0.9290165301600749,0.4558671287752622
39,0.9242517988021816,0.9277628882588383,0.5095647477157133
40,0.9231404911432047,0.9233206817657679,0.5293994088610824
41,0.9191148552724945,0.9201622301946658,0.5695938545558207
42,0.9211107058566478,0.9186040408401733,0.6428860782283837
43,0.9218433963238689,0.9232758325382607,0.7658699794451697
44,0.9197524646040051,0.9214535668286467,0.5434127019849665
45,0.9224951984859405,0.9175499779001975,0.5868629127845044
46,0.9178887245513278,0.9236897266128844,0.5978004831135317
47,0.9180072825430478,0.9145156091572387,0.6727881052047231
48,0.9101521491023526,0.9175045947331385,0.699119293033863
49,0.904813624936687,0.908451143023718,0.5131055798112557
50,0.9037023172230735,0.9081537500652251,0.3952828914794977
51,0.8963415844452133,0.8993972640970479,0.3971133216305832
52,0.8930912175334077,0.8971841696704282,0.35823918620875905
53,0.8921902408964436,0.8925238038195008,0.37681355118452836
54,0.8910111704840503,0.8908447352195047,0.42516991493000855
55,0.8895250872688761,0.8925877673284829,0.4614934509609758
56,0.8871816729140652,0.8902799556556215,0.46639960390691815
57,0.886906887298691,0.8864741806697313,0.45364660695263387
58,0.8859397486626425,0.8871630430070846,0.3196351142518492
59,0.8808612837516495,0.8872571195367983,0.35706891119413064
60,0.87958222345307,0.8810380304464996,0.34106014913504673
61,0.8751445692729775,0.8799461659968039,0.34571124214190335
62,0.867441928471769,0.8753497636548585,0.3902717138527554
